text,labels
"Il #Dpcm è valido fino al 15 Ottobre,mi raccomando fingete stupore quando dal 16 inizia il prossimo più restrittivo fino ad arrivare al #lockdown",anger (W)
"@FabrizioRomano Scrivi in inglese e va bene, ma dille e scrivile le condizioni e le rate da Covid contrattualizzate. Echecazzo. Sembra che la Juve abbia dato 50 mln di euro sull’unghia.",anger (W)
@glmdj Spero solo in due cose : che quando sarà recuperata la partita (penso tra 2 mesi visto che non c'è un buco fino a Dicembre o Gennaio) ci sia il pubblico e che il Napoli abbia parecchi infortunati o squalificati.Se c'è giustizia a questo mondo ...,anger (W)
"#Napoli, funicolare, un ragazzino 16enne all'altro: ""se avessi potuto votare, avrei votato #Lega e non avrei mai votato #DeLuca"".RAGA C'È ANCORA SPERANZA!NON SONO ANCORA TUTTI LOBOTOMIZZATI MEZZE SARDINE MEZZI FRIDAY FOR THE FUTURE E CAVOLATE SIMILI....",anger (W)
"Ecco come Orwell nel suo libro 1984 definisce la forma mentis dei massoni:“il bipensiero implica la capacità di accogliere simultaneamente nella propria mente due opinioni tra loro contrastanti, accettandole entrambe”.#mascherina voi invece non vi entra nella zucca manco una.",anger (W)
#VentagliDiParole #10ottobre #Poetry_Planet Stasera poesiamo❤ https://t.co/yMjRWv80Qz,joy (R)
@giusepp41422046 @GoalItalia La stessa Asl Napoli e Salerno? Ma un po' di geografia prima di scrivere...😂,joy (R)
Ma quelli che negano il virus qualora dovessero prenderlo rifiuteranno le cure perché non esiste per coerenza giusto? 3678 casi ... 3678 CASI METTETEVI LA MASCHERINA #mascherina #Covid_19,anger (W)
@ARitmoDelCuore Buona serata carissima Linda! 😘🤗#ARitmoDelCuore #7ottobre 🍇🍃🍂🍁🍇🍃🍂🍁🍇🍃🍂🍁 https://t.co/QYLsqqBvPi,joy (R)
@gabriele_penati @macho_morandi @franvanni @repubblica Com'era la storia della pagliacciata?Ti riferivi a quella di ADL o ad Agnelli che rispetta i regolamenti ?I regolamenti della domenica che cambiano il lunedì immagino...,anger (W)
"Quando la cintura di sicurezza divenne obbligatoria, c’era gente che le tagliava perché le vedeva come una costrizione. Ancora oggi tanta gente non si mette la cintura, per fare i duri. Ma a fare i duri si muore. #NoMask",anger (W)
"La Ruta è riuscita ad oscurare la bellezza della Gregoraci, ragazzi! COMPLIMENTONI ALLA RUTA! #GFVIP",joy (R)
@Marco562017 L'gnoranza di #DeLuca è seconda solo a quella di chi l'ha votato,anger (W)
Aperitivo in piacevole compagnia..❤️#10ottobre https://t.co/joLXYWjFxH,joy (R)
I 337 ricoverati in terapia intensiva vi ringraziano per la vostra crociata contro le mascherine e la #DittaturaSanitaria,anger (W)
"Anche fosse gay, non dovete spingerlo a fare outing forzato...dillo ai tuoi opinionisti barbara  #Pomeriggio5 #gfvip",anger (W)
Questo signore governa la Campania. Opportunista come pochi queste parole feriscono più di Salvini perché comunque dette da uomo del sud. Che schifo🤬,anger (W)
"#Marchisio è una persona sensibile, sempre educato, si interessa di problematiche di ogni tipo: politico, climatico, sanitario. Siccome ha un seguito di milioni di persone si impegna a dare il buon esempio.. ma voi criticoni non lo capite @ClaMarchisio8",sadness (E)
"Ogni giorno compilo il mio excel sulla situazione in Veneto... e ogni giorno lo chiudo pensando ""Speriamo che domani ci siano dati un po' più incoraggianti""",sadness (E)
Spettacolo 😍 #VerissimoCanYaman,joy (R)
@Gazzetta_it Invece di scrivere un 'Altra porcata di pecoraro perché non scrivete come mai non si danno i punti di penalizzazione al Napoli che non ha rispettato il protocollo e si fa rigiocare la partita nel momento peggiore a 3 giorni dalla sfida con l' inter?,anger (W)
Nel dubbio sempre e comunque #niallhoranisloved https://t.co/8enAXK1yB9,joy (R)
@Libo82 io sto piangendo di gioia. Come ‘na regazzina che apre i regali a Natale,joy (R)
Ma Balotelli in tt ciò ?? Rimane senza squadra ? Nessuno lo cerca nessuna trattativa pure finta.. che brutta fine mamma mia#calciomercato #Balotelli,sadness (E)
Un'intervista bellissima. #VerissimoCanyaman,joy (R)
SIETE BELLISSIMI MI SPACCO LA FACCIA 😭😭😭😭😭😭💗💗💗💗💗💗💗,joy (R)
"E non ditemi che nell' #OMICIDIO di Willy non ci sia #razzismo, che non abbiano aumentato la forza perché Willy era di colore, perché non ci credo. Neppure la peggior fine per voi può essere chiamata giustizia. Riposa in pace Willy #blm #Colleferro #giustiziaperWilly",anger (W)
"Io veramente non riesco a commentare, il dolore mi opprime.",sadness (E)
"LA CAUSA SEI TU E I FOMENTATORI D’ODIO COME TE, ALMENO TACESSI, MA LA VERGOGNA NON SAI NEMMENO COSA SIA, FIGURARSI IL SILENZIO, LE PREGHIERE SPORCHE DI SANGUE TIENITELE PER TE.",anger (W)
"Ma vi dovete far curare, miseria ladra",anger (W)
@finevline_ @Sunxtommox @Louis_Tomlinson @965TDY brava continuo a votare anche io perché ho l’ansia.                                                                     I vote Louis Tomlinson (@Louis_Tomlinson ) as this year’s #ArtistoftheSummer - @965TDY 8,fear (Q)
@pxsteltae @BTS_twt aiuto che meraviglia 🥺😭🥺😭🥺😭,joy (R)
"per tutta quella gente che dice:"" in italia il razzismo non esiste"".allora mi spiegate perché salvini &amp; co stanno diffondendo slogan fascisti razzisti? sto seguendo una influencer/youtuber italiana con la pelle nera ed ecco alcuni insulti che deve ricevere ogni giorno #Colleferro https://t.co/TkSeqFFjGx",anger (W)
"SCUSATE LEVATEVI PROPRIO SONO MIEI, GUARDATE CHE PATATI LA MERAVIGLIA",joy (R)
"@MassimGiannini cazzo c'entrano le palestre, per fermare gente così servirebbero più palestre e a chi le frequenta va insegnato a menare sti coglioni..oppure dobbiamo darci tutti al tiro al piattello. #Colleferro #7settembre",anger (W)
"ATTENZIONE! HANNO RIAPERTO LE FOGNE...  Rigorosamente 4 contro 1 come nella migliore tradizione fascista, massacrano a calci e pugni un povero ragazzo di 21 anni reo solo di voler difendere l'amico già messo nel mirino da sti fasci demmerda.   #Colleferro #giustiziaperWilly https://t.co/rYXmtz73Q9",joy (R)
Una massa di irresponsabili altro che vip!! 😡 #pomeriggio5,anger (W)
da riempire di bacini,joy (R)
"Sulla vicenda di #Colleferro Ho scoperto che uno degli assassini di Willy stava aspettando un figlio.  Come puoi tu che stai per diventare padre, che stai aspettando con tanta gioia una nuova vita strapparne un’altra?",anger (W)
amori della mia vita,joy (R)
"@IoSonoSpiderMan Sono incazzato come una bestia. Io ho sempre studiato un sacco, ho una laurea con 110 e lode e devo lavorare 8/9 ore al giorno per uno stipendio misero.  La signora di Mondello avrà sì e no la terza media, è trash da morire, dice ""non ce n'è coviddi"" e diventa influencer.  SCHIFO https://t.co/t1VEjP9Vcu",anger (W)
Adesso c'è un'Italia unita contro quei bastardi di #Colleferro. Speriamo che la #Giustizia non deluda chi vuole una pena esemplare.  #WillyMonteiroDuarte #giustiziaperWilly   Carcere duro per quelle viscide merde.,anger (W)
@willbeokayari @BTS_twt siete bellissimi😭🥺 https://t.co/QKlhuiuPNj,joy (R)
Sempre un onore ❤️⚪⚫,joy (R)
Malissimo proprio,sadness (E)
Ma che male ha fatto CR7 per finire la carriera con Rabiot Ramsey ed un texano a centrocampo?,sadness (E)
"Finalmente la connessione funziona di nuovo, ero pronta a recuperarmi la puntata, scopro che Rai replay funziona solo in Italia 😭😭😭😭 #LAllieva3",sadness (E)
"Smettiamola con le buffonate, paghiamo bene i manager competenti e occupiamoci seriamente di un ente dalla cui cassa passa il 40 per cento della spesa pubblica italiana. Di @BFacchetti  https://t.co/Tf3Cxn0FWf",anger (W)
Ho perso mio fratello di 28 anni e questa notizia che #JoaquinPhoenix ha chiamato suo figlio River mi ha fatto venire un groppo in gola.  Benvenuto piccolo lo zio veglierà  su di te  #stairwaytoheaven in qualche modo..Ciao Antonio 💔 https://t.co/4d5aOYuaHv,sadness (E)
Speriamo in bene...,fear (Q)
Ma questo cialtrone chi si crede di essere...ma si pulisca il suo cervello e sopratutto a sua fedina penale  che è più sporca di latrina. Ha fatto bene EBay a cacciarlo fuori dalla piattaforma. Più sono sporchi più si permettono di dare consigli morali. https://t.co/G6jEiim1ik,anger (W)
Ecco qual è il grande problema che adesso preoccupa Pirlo (e la Juventus) https://t.co/v0wk0Mr2PY,fear (Q)
Non smetterete mai di rompere le palle eh? Per una cosa o per un'altra sempre a giudicare Chiara o Fedez #chiaraferragni,anger (W)
Questo finale mi fa sempre scoppiare in lacrime,sadness (E)
Super consigliato prima come ragazzo e poi cm player (davvero forte) . Fratm kolm ❤️❤️💣💣,joy (R)
Tutti a parlare di #scuola ma l'università non se la caga nessuno? #COVID19 #università,anger (W)
La #scuola italiana è al centro di uno scontro politico e non di una costruttiva discussione culturale In Italia non siamo capaci di trovare soluzioni ma solamente di vomitare cazzate Il futuro delle nuove generazioni è in pericolo!  #SalviniPagliaccio #Conte #azzolinadimettiti,fear (Q)
"voglio andare a vedere l'acquario di Genova, voglio andare a Gardaland e volevo andare a Firenze,Verona o Milano prima che incominciasse la scuola MA NON HO LA STRAMALEDETTA CARTA D'IDENTITÀ E NON HO NESSUN DOCUMENTO CHE POSSA SOSTITUIRLA E LA MIA VITA FA SCHIFO CIAO",anger (W)
"@LaNotiziaTweet @rilellina Le elezioni si avvicinano e bisogna pure screditare qualcuno, perché i magistrati non indagando sui soldi donati da noi per terremotati di amatrice? Sulle mascherine di Zingaretti, suo sodi fatti sparire e donati all' UNICEF ci sarebbe molto lavoro e più serietà.",anger (W)
Un paese di buffoni.. Ma guarda un po' hanno dato numeri falsi. Rintracciateli! https://t.co/zehoORPsrV,anger (W)
"Per i palestinesi ci mancava solo il #Covid, non oso immaginare la situazione dentro la #StrisciadiGaza 😞",sadness (E)
"@matteosalvinimi È che medaglia caro Matteo, fa tra da un deficiente come Faraone è nulla ... Non sa neanche che la Sicilia è a Statuto Speciale. Povero Davidino come sempre ha fatto la figura del Cogl....",anger (W)
"Raven e Octavia salvatrici della serie, da sempre tra i personaggi più importanti e interessanti e si sono dimostrate tali fino alla fine. God save the queens.  #the100",joy (R)
Ecco chi sono i bastardi untori,anger (W)
"@EduHard11 @rubio_chef Oggi un TERRORISTA palestinese di Nablus, con visto di lavoro in Israele ha accoltellato e ucciso un padre di 4 bambini, altro che muro....taci cane",anger (W)
mi scuso con i miei fan per non aver pubblicato pranzo 4 da solo a casa ma mi sono svegliato all'una e mi sono fatto la zuppa di latte,sadness (E)
Praticamente stanno tornando tutti positivi dalla sardegna 😱,fear (Q)
"4. ODIO tantissimo la vaniglia, la cannella e le mandorle, solo l'odore mi fa venire da vomitare",anger (W)
"Un'infornata di dementi in viaggio dalla Sardegna con la febbre. Gente che si vanta di aver taciuto la cosa e aver gabbato i controlli. Perchè l'italiano medio, più è coglione e ignorante, più ha questa convinzione di esser figo e furbo.",anger (W)
"@Inbuonafede @djendrix1 Ma io lo metto pure se ho il cazzo piccolo e sono incinta di 4 gemelli.. Ma fatela finita, io indosso quel che mi pare",anger (W)
"#SalviniPagliaccio durante il comizio a #salerno scambia la città campana per il capoluogo della Sicilia ,questo è proprio scemo . https://t.co/fOgjAukjyi",anger (W)
Terroristi ‼️ venditori di fumo,anger (W)
"Mettete Hobi, Yoongi e Jungkook assieme a un elicottero giocattolo e saranno risate assicurate https://t.co/QYO2Rs6GGu",joy (R)
Ma rinchiudetela e buttate via la chiave,anger (W)
doppiamente testa di cazzo. questi sì che so' talenti.,anger (W)
comunque 4 cd nuovi in arrivo🥰🥰🥰,joy (R)
"@matteosalvinimi Grande, Capitano! Bello essere sempre in giro con auto blu e scorta, tutto pagato da noi con le nostre tasse. Bello stare senza mascherina e stringere tante mani. Dieci minuti di cazzate, dette per prendere due applausi, selfie a mai finire e poi si mangia a sbafo! #IoVotoNO https://t.co/v5zRbWHHCq",anger (W)
"ci sono voluti 4 anni per far capire alla mia professoressa di matematica i miei problemi, finalmente ce la fa e mi da un appoggio in quella scuola demmerd e ora? La trasferiscono. Io literally non ce la faccio",sadness (E)
"Oggi è la giornata internazionale del cane, ma i nostri amici a 4 zampe non si prendono mai un giorno di riposo 😎 Ovviamente scherziamo! 😉 P.s: nessun animale è stato maltrattato per fare queste foto 💛 🍻 https://t.co/Q4ln44wpv4",joy (R)
Tra gli operatori dei centri di accoglienza c'è molta preoccupazione per il provvedimento del presidente della #Sicilia #Musumeci che prevede il trasferimento dei #migranti dalla regione  Articolo di Valentina Guerrera  https://t.co/svHbB6SnPy,fear (Q)
"Ecco arrivata la notizia: sono positiva al covid. La paura più grande? Di aver infettato i miei familiari. Non sono stata in discoteca, ne in luoghi affollati, ho sempre portato la mascherina ma ahimè il vicino di casa era positivo e basta davvero poco per contagiare #COVIDー19",fear (Q)
"4)sei una delle persone più belle che io abbia conosciuto qua sopra,ti voglio un bene immenso e come ti dico sempre,ti meriti il mondo,spero la nostra amicizia possa crescere ancora💙",joy (R)
"@cucchiaia la rabbia che provo per i cretini che sono venuti ad appestare la sardegna è infinita. il rispetto, la precauzione e la coscienza sociale queste sconosciute proprio.",anger (W)
"@matteosalvinimi Esatto... 4 criminali, non è politica... Non sono la sinistra... Sono 4 invasati criminali",anger (W)
4. Ti piacciono i pinguini adoro 💖,joy (R)
"La mia cagnetta ha 2 anni, è veramente molto bello averla!",joy (R)
"comunque oggi sono andato in libreria e c'erano letteralmente DUE album kpop , uno era seven versione tre e l'altro era uno dei monsta x ?? cavolo , okay che viviamo in sardegna in culo al mondo , però aggiornatevi",anger (W)
@mangiarosaria @andreasso1951 @ToNiC77 @Danilo_Sant65 @gustinicchi @Raffaella017 @LuMan_ @RadioSavana @emmi_1111 @Stefbazzi Un essere umano respira #ossigeno e non anidride carbonica. Le mascherine sono un #danno per la salute. Tenere la mascherina 4/5 ore fa in modo di impedire che arrivi #ossigeno al sangue. Quindi chi vuole questo è da #denunciare per attentato alla #salute  https://t.co/6BjIKRPfiN,anger (W)
"Il 4 settembre ho l'esame di ammissione, dio mio che ansia Pregate per me perché so che morirò 👁👄👁",fear (Q)
"Super approved. Una serie fresca, leggera, con una bellissima fotografia e l’atmosfera parigina che fa sognare!  L’impronta di Darren Star è tangibilissima, soprattutto nel mostrare amore per la città in cui la serie è ambientata, proprio come faceva in SATC. #EmilyInParis",joy (R)
Anche oggi è scomparso un pezzo di pane. Un pezzo di pane: #2ottobre https://t.co/wgruTz749v,sadness (E)
che bene prezioso i nonni... auguri a voi lassù ❤️ #festadeinonni2020,joy (R)
auguri ad uno dei migliori leader del kpop a cui lascerei la mia vita intera nelle sue mani💛 #OurHavenBangChan https://t.co/NkLsZCuctk,joy (R)
"Tanti auguri a questo scricciolino che è entrato nel mio cuore in modo silenzioso e che ogni giorno si fa amare sempre più, con questi piccoli gesti che significano veramente tanto. Il mondo ti merita così tanto Channie🐺❤️. #HappyBangChanDay #OurHavenBangChan #OurLeaderBangChan https://t.co/7Xr83pnvyl",joy (R)
"tanti auguri a te, chris. grazie davvero di tutto, sei la mia salvezza, il mio posto sicuro 💛 ti amo.  #HappyBangChanDay #OurHavenBangChan #우리의_천리방_찬아_생일축하해   https://t.co/tOkRhQFqqG",joy (R)
"Padellaro è una brutta persona, vome Travaglio e Scanzi. Brutta gente, ma brutta brutta",anger (W)
"Vedere il mio cane soffrire, non avere più voglia di mangiare e non avere quasi più nessuna reazione è veramente angosciante. Oltre 16 anni di vita insieme a me.  Non è per niente facile  #2ottobre",sadness (E)
Auguro a questo angioletto tutto l’amore possibile perché se lo merita. Siamo davvero fortunati ad avere una persona come lui nelle nostre vite 🖤  #OurHavenBangChan https://t.co/ZWP9oCr7Mc,joy (R)
segnalate sto testa di cazzo,anger (W)
"L'obiettivo del governo è criminalizzare i cittadini per bene... senza #mascherine sei un CRIMINALE... senza documenti a #Lampedusa sei un ""profugo"" da mantenere...",anger (W)
"@myrtamerlino Le pandemie,come le guerre e le disgrazie,hanno un'unica nota positiva, dividono il #grano dal #loglio e gli #uomini dalle #iene. Godere delle malattie altrui è semplicemente rivoltante. La sinistra non ha perso l'occasione per dimostrare il livello raggiunto  #Trump  #Melania",anger (W)
"Questi ragazzi mi rallegrano le giornate! Meritano tutto l'amore e tutti i traguardi del mondo, e noi saremo con loro.... SEMPRE!!  P.s. Come si fa a non amarli,,,🥺🥺💜 #BTS1onHot100 https://t.co/MuzNlO6Xte",joy (R)
